source,target,relationship,weight
aston-martinlarge,aston-martinlargeroof,has_element,
aston-martinlargeroof,aston-martinlargeroof16,has_description,
aston-martinlarge,aston-martinlargespoiler,has_element,
aston-martinlargespoiler,aston-martinlargespoiler13,has_description,
aston-martinlarge,aston-martinlargespoiler,has_element,
aston-martinlargespoiler,aston-martinlargespoiler14,has_description,
aston-martinlarge,aston-martinlargeexhaust,has_element,
aston-martinlargeexhaust,aston-martinlargeexhaust14,has_description,
aston-martinmedium,aston-martinmediumspoiler,has_element,
aston-martinmediumspoiler,aston-martinmediumspoiler15,has_description,
aston-martinmedium,aston-martinmediumwheel,has_element,
aston-martinmediumwheel,aston-martinmediumwheel24,has_description,
aston-martinmedium,aston-martinmediumbumper,has_element,
aston-martinmediumbumper,aston-martinmediumbumper27,has_description,
aston-martinmedium,aston-martinmediumbumper,has_element,
aston-martinmediumbumper,aston-martinmediumbumper28,has_description,
aston-martinmedium,aston-martinmediumspoiler,has_element,
aston-martinmediumspoiler,aston-martinmediumspoiler16,has_description,
aston-martinmedium,aston-martinmediumspoiler,has_element,
aston-martinmediumspoiler,aston-martinmediumspoiler17,has_description,
aston-martinmedium,aston-martinmediumexhaust,has_element,
aston-martinmediumexhaust,aston-martinmediumexhaust15,has_description,
aston-martinmedium,aston-martinmediumgrille,has_element,
aston-martinmediumgrille,aston-martinmediumgrille49,has_description,
aston-martinmedium,aston-martinmediumhood,has_element,
aston-martinmediumhood,aston-martinmediumhood16,has_description,
aston-martinmedium,aston-martinmediumwindshield,has_element,
aston-martinmediumwindshield,aston-martinmediumwindshield16,has_description,
aston-martinmedium,aston-martinmediumwindshield,has_element,
aston-martinmediumwindshield,aston-martinmediumwindshield17,has_description,
aston-martinmedium,aston-martinmediumhood,has_element,
aston-martinmediumhood,aston-martinmediumhood17,has_description,
aston-martinmedium,aston-martinmediumhood,has_element,
aston-martinmediumhood,aston-martinmediumhood18,has_description,
aston-martinmedium,aston-martinmediumroof,has_element,
aston-martinmediumroof,aston-martinmediumroof17,has_description,
aston-martinmedium,aston-martinmediumspoiler,has_element,
aston-martinmediumspoiler,aston-martinmediumspoiler18,has_description,
aston-martinmedium,aston-martinmediumspoiler,has_element,
aston-martinmediumspoiler,aston-martinmediumspoiler19,has_description,
aston-martinmedium,aston-martinmediumhood,has_element,
aston-martinmediumhood,aston-martinmediumhood19,has_description,
aston-martinmedium,aston-martinmediumwindshield,has_element,
aston-martinmediumwindshield,aston-martinmediumwindshield18,has_description,
aston-martinmedium,aston-martinmediumwindshield,has_element,
aston-martinmediumwindshield,aston-martinmediumwindshield19,has_description,
aston-martinmedium,aston-martinmediumgrille,has_element,
aston-martinmediumgrille,aston-martinmediumgrille50,has_description,
aston-martinmedium,aston-martinmediumroof,has_element,
aston-martinmediumroof,aston-martinmediumroof18,has_description,
audilarge,audilargegrille,has_element,
audilargegrille,audilargegrille51,has_description,
audilarge,audilargegrille,has_element,
audilargegrille,audilargegrille52,has_description,
audilarge,audilargegrille,has_element,
audilargegrille,audilargegrille53,has_description,
audilarge,audilargegrille,has_element,
audilargegrille,audilargegrille54,has_description,
audilarge,audilargegrille,has_element,
audilargegrille,audilargegrille55,has_description,
audilarge,audilargeheadlights,has_element,
audilargeheadlights,audilargeheadlights38,has_description,
audilarge,audilargeheadlights,has_element,
audilargeheadlights,audilargeheadlights39,has_description,
audilarge,audilargewheel,has_element,
audilargewheel,audilargewheel25,has_description,
audilarge,audilargewheel,has_element,
audilargewheel,audilargewheel26,has_description,
audilarge,audilargeroof,has_element,
audilargeroof,audilargeroof19,has_description,
audilarge,audilargeroof,has_element,
audilargeroof,audilargeroof20,has_description,
audilarge,audilargespoiler,has_element,
audilargespoiler,audilargespoiler20,has_description,
audilarge,audilargegrille,has_element,
audilargegrille,audilargegrille56,has_description,
audilarge,audilargegrille,has_element,
audilargegrille,audilargegrille57,has_description,
audilarge,audilargehood,has_element,
audilargehood,audilargehood20,has_description,
audilarge,audilargeheadlights,has_element,
audilargeheadlights,audilargeheadlights40,has_description,
audilarge,audilargeheadlights,has_element,
audilargeheadlights,audilargeheadlights41,has_description,
audilarge,audilargebumper,has_element,
audilargebumper,audilargebumper29,has_description,
audilarge,audilargebumper,has_element,
audilargebumper,audilargebumper30,has_description,
audilarge,audilargeexhaust,has_element,
audilargeexhaust,audilargeexhaust16,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille58,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille59,has_description,
audimedium,audimediumbumper,has_element,
audimediumbumper,audimediumbumper31,has_description,
audimedium,audimediumdiffusor,has_element,
audimediumdiffusor,audimediumdiffusor7,has_description,
audimedium,audimediumspoiler,has_element,
audimediumspoiler,audimediumspoiler21,has_description,
audimedium,audimediumexhaust,has_element,
audimediumexhaust,audimediumexhaust17,has_description,
audimedium,audimediumexhaust,has_element,
audimediumexhaust,audimediumexhaust18,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille60,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille61,has_description,
audimedium,audimediumwheel,has_element,
audimediumwheel,audimediumwheel27,has_description,
audimedium,audimediumdoors,has_element,
audimediumdoors,audimediumdoors6,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille62,has_description,
audimedium,audimediumheadlights,has_element,
audimediumheadlights,audimediumheadlights42,has_description,
audimedium,audimediumheadlights,has_element,
audimediumheadlights,audimediumheadlights43,has_description,
audimedium,audimediumwindshield,has_element,
audimediumwindshield,audimediumwindshield20,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille63,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille64,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille65,has_description,
audimedium,audimediumheadlights,has_element,
audimediumheadlights,audimediumheadlights44,has_description,
audimedium,audimediumheadlights,has_element,
audimediumheadlights,audimediumheadlights45,has_description,
audimedium,audimediumheadlights,has_element,
audimediumheadlights,audimediumheadlights46,has_description,
audimedium,audimediumdoors,has_element,
audimediumdoors,audimediumdoors7,has_description,
audimedium,audimediumroof,has_element,
audimediumroof,audimediumroof21,has_description,
audimedium,audimediumroof,has_element,
audimediumroof,audimediumroof22,has_description,
audimedium,audimediumspoiler,has_element,
audimediumspoiler,audimediumspoiler22,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille66,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille67,has_description,
audimedium,audimediumheadlights,has_element,
audimediumheadlights,audimediumheadlights47,has_description,
audimedium,audimediumheadlights,has_element,
audimediumheadlights,audimediumheadlights48,has_description,
audimedium,audimediumbumper,has_element,
audimediumbumper,audimediumbumper32,has_description,
audimedium,audimediumbumper,has_element,
audimediumbumper,audimediumbumper33,has_description,
audimedium,audimediumbumper,has_element,
audimediumbumper,audimediumbumper34,has_description,
audimedium,audimediumwheel,has_element,
audimediumwheel,audimediumwheel28,has_description,
audimedium,audimediumdoors,has_element,
audimediumdoors,audimediumdoors8,has_description,
audimedium,audimediumdiffusor,has_element,
audimediumdiffusor,audimediumdiffusor8,has_description,
audimedium,audimediumdiffusor,has_element,
audimediumdiffusor,audimediumdiffusor9,has_description,
audimedium,audimediumexhaust,has_element,
audimediumexhaust,audimediumexhaust19,has_description,
audimedium,audimediumexhaust,has_element,
audimediumexhaust,audimediumexhaust20,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille68,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille69,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille70,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille71,has_description,
audimedium,audimediumheadlights,has_element,
audimediumheadlights,audimediumheadlights49,has_description,
audimedium,audimediumbumper,has_element,
audimediumbumper,audimediumbumper35,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille72,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille73,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille74,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille75,has_description,
audimedium,audimediumheadlights,has_element,
audimediumheadlights,audimediumheadlights50,has_description,
audimedium,audimediumbumper,has_element,
audimediumbumper,audimediumbumper36,has_description,
audimedium,audimediumbumper,has_element,
audimediumbumper,audimediumbumper37,has_description,
audimedium,audimediumbumper,has_element,
audimediumbumper,audimediumbumper38,has_description,
audimedium,audimediumbumper,has_element,
audimediumbumper,audimediumbumper39,has_description,
audimedium,audimediumwheel,has_element,
audimediumwheel,audimediumwheel29,has_description,
audimedium,audimediumdoors,has_element,
audimediumdoors,audimediumdoors9,has_description,
audimedium,audimediumdoors,has_element,
audimediumdoors,audimediumdoors10,has_description,
audimedium,audimediumdoors,has_element,
audimediumdoors,audimediumdoors11,has_description,
audimedium,audimediumdiffusor,has_element,
audimediumdiffusor,audimediumdiffusor10,has_description,
audimedium,audimediumspoiler,has_element,
audimediumspoiler,audimediumspoiler23,has_description,
audimedium,audimediumexhaust,has_element,
audimediumexhaust,audimediumexhaust21,has_description,
audimedium,audimediumwindshield,has_element,
audimediumwindshield,audimediumwindshield21,has_description,
audimedium,audimediumwindshield,has_element,
audimediumwindshield,audimediumwindshield22,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille76,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille77,has_description,
audimedium,audimediumheadlights,has_element,
audimediumheadlights,audimediumheadlights51,has_description,
audimedium,audimediumheadlights,has_element,
audimediumheadlights,audimediumheadlights52,has_description,
audimedium,audimediumroof,has_element,
audimediumroof,audimediumroof23,has_description,
audimedium,audimediumroof,has_element,
audimediumroof,audimediumroof24,has_description,
audimedium,audimediumexhaust,has_element,
audimediumexhaust,audimediumexhaust22,has_description,
audimedium,audimediumexhaust,has_element,
audimediumexhaust,audimediumexhaust23,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille78,has_description,
audimedium,audimediumwheel,has_element,
audimediumwheel,audimediumwheel30,has_description,
audimedium,audimediumexhaust,has_element,
audimediumexhaust,audimediumexhaust24,has_description,
audilarge,audilargegrille,has_element,
audilargegrille,audilargegrille79,has_description,
audilarge,audilargegrille,has_element,
audilargegrille,audilargegrille80,has_description,
audilarge,audilargegrille,has_element,
audilargegrille,audilargegrille81,has_description,
audilarge,audilargebumper,has_element,
audilargebumper,audilargebumper40,has_description,
audilarge,audilargebumper,has_element,
audilargebumper,audilargebumper41,has_description,
audilarge,audilargebumper,has_element,
audilargebumper,audilargebumper42,has_description,
audilarge,audilargedoors,has_element,
audilargedoors,audilargedoors12,has_description,
audilarge,audilargeexhaust,has_element,
audilargeexhaust,audilargeexhaust25,has_description,
audilarge,audilargeexhaust,has_element,
audilargeexhaust,audilargeexhaust26,has_description,
audimedium,audimediumwindshield,has_element,
audimediumwindshield,audimediumwindshield23,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille82,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille83,has_description,
audimedium,audimediumheadlights,has_element,
audimediumheadlights,audimediumheadlights53,has_description,
audimedium,audimediumheadlights,has_element,
audimediumheadlights,audimediumheadlights54,has_description,
audimedium,audimediumheadlights,has_element,
audimediumheadlights,audimediumheadlights55,has_description,
audimedium,audimediumroof,has_element,
audimediumroof,audimediumroof25,has_description,
audimedium,audimediumspoiler,has_element,
audimediumspoiler,audimediumspoiler24,has_description,
audimedium,audimediumexhaust,has_element,
audimediumexhaust,audimediumexhaust27,has_description,
audimedium,audimediumexhaust,has_element,
audimediumexhaust,audimediumexhaust28,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille84,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille85,has_description,
audimedium,audimediumheadlights,has_element,
audimediumheadlights,audimediumheadlights56,has_description,
audimedium,audimediumheadlights,has_element,
audimediumheadlights,audimediumheadlights57,has_description,
audimedium,audimediumbumper,has_element,
audimediumbumper,audimediumbumper43,has_description,
audimedium,audimediumbumper,has_element,
audimediumbumper,audimediumbumper44,has_description,
audimedium,audimediumroof,has_element,
audimediumroof,audimediumroof26,has_description,
audismall,audismallgrille,has_element,
audismallgrille,audismallgrille86,has_description,
audismall,audismallgrille,has_element,
audismallgrille,audismallgrille87,has_description,
audismall,audismallhood,has_element,
audismallhood,audismallhood21,has_description,
audismall,audismallheadlights,has_element,
audismallheadlights,audismallheadlights58,has_description,
audismall,audismallheadlights,has_element,
audismallheadlights,audismallheadlights59,has_description,
audilarge,audilargegrille,has_element,
audilargegrille,audilargegrille88,has_description,
audilarge,audilargebumper,has_element,
audilargebumper,audilargebumper45,has_description,
audilarge,audilargebumper,has_element,
audilargebumper,audilargebumper46,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille89,has_description,
audimedium,audimediumgrille,has_element,
audimediumgrille,audimediumgrille90,has_description,
audimedium,audimediumheadlights,has_element,
audimediumheadlights,audimediumheadlights60,has_description,
audimedium,audimediumheadlights,has_element,
audimediumheadlights,audimediumheadlights61,has_description,
audimedium,audimediumheadlights,has_element,
audimediumheadlights,audimediumheadlights62,has_description,
audimedium,audimediumbumper,has_element,
audimediumbumper,audimediumbumper47,has_description,
audimedium,audimediumbumper,has_element,
audimediumbumper,audimediumbumper48,has_description,
audimedium,audimediumwheel,has_element,
audimediumwheel,audimediumwheel31,has_description,
