id,label,group,element
chevroletmediumbumper179,lower splitter,description,bumper
chevroletmediumdoors91,retractable roof,description,doors
chevroletmediumroof111,available on most engine versions,description,roof
chevroletmediumspoiler58,small,description,spoiler
chevroletmediumexhaust102,rear,description,exhaust
chevroletmediumgrille315,redesigned,description,grille
chevroletmediumgrille316,wider,description,grille
chevroletmediumbumper180,redesigned,description,bumper
chevroletmediumbumper181,wider air-intake,description,bumper
chevroletmediumwheel96,20â€ front,description,wheel
chevroletmediumwheel97,21â€ rear,description,wheel
chevroletmediumwheel98,light-alloy,description,wheel
chevroletmediumwheel99,Michelin Cup 2 R ZP tires,description,wheel
chevroletmediumspoiler59,adjustable,description,spoiler
chevroletmediumexhaust103,state-of-the-art,description,exhaust
chevroletmediumexhaust104,naturally aspirated,description,exhaust
chevroletmediumexhaust105,rear-mounted,description,exhaust
chevroletmediumhood73,holed,description,hood
chevroletmediumhood74,carbon-fiber,description,hood
chevroletmediumwheel100,"19"" front, 20"" rear",description,wheel
chevroletmediumwheel101,light-alloy,description,wheel
chevroletmediumspoiler60,massive wing,description,spoiler
chevroletmediumspoiler61,rear-mounted,description,spoiler
chevroletmediumexhaust106,electronically controlled,description,exhaust
chevroletlargegrille317,broad,description,grille
chevroletlargegrille318,black,description,grille
chevroletlargehood75,steel,description,hood
chevroletlargeheadlights236,arrow-shaped,description,headlights
chevroletlargeheadlights237,LED,description,headlights
chevroletlargebumper182,steel,description,bumper
chevroletlargebumper183,painted,description,bumper
chevroletlargebumper184,black/red,description,bumper
chevroletlargewheel102,black,description,wheel
chevroletlargewheel103,18-inch,description,wheel
chevroletlargewheel104,alloy,description,wheel
chevroletlargewindshield79,Flat,description,windshield
chevroletlargehood76,Sculpted,description,hood
chevroletlargebumper185,Rear-hinged,description,bumper
chevroletlargebumper186,Sculpted,description,bumper
chevroletlargebumper187,Functional,description,bumper
chevroletlargedoors92,Rear-hinged,description,doors
chevroletlargegrille319,Distinctive,description,grille
chevroletlargegrille320,Bold,description,grille
chevroletlargehood77,Rugged,description,hood
chevroletlargehood78,Functional,description,hood
chevroletlargeheadlights238,Sleek,description,headlights
chevroletlargeheadlights239,Modern,description,headlights
chevroletlargebumper188,Heavy-duty,description,bumper
chevroletlargebumper189,Winch-capable,description,bumper
chevroletlargewheel105,17-inch beadlock-capable,description,wheel
chevroletlargeexhaust107,High-performance,description,exhaust
chevroletmediumhood79,sculptured,description,hood
chevroletmediumheadlights240,HID,description,headlights
chevroletmediumheadlights241,LED,description,headlights
chevroletmediumdoors93,thick bucket seats,description,doors
chevroletmediumdoors94,comfortable bench,description,doors
chevroletmediumroof112,long wheelbase,description,roof
chevroletmediumwindshield80,angled,description,windshield
chevroletmediumgrille321,distinctive,description,grille
chevroletmediumhood80,sleek,description,hood
chevroletmediumheadlights242,sleek,description,headlights
chevroletmediumheadlights243,angular,description,headlights
chevroletmediumbumper190,new,description,bumper
chevroletmediumbumper191,resembling Corvette Z06,description,bumper
chevroletmediumwheel106,sporty,description,wheel
chevroletmediumdoors95,conventional,description,doors
chevroletmediumroof113,low-profile,description,roof
chevroletmediumdiffusor38,centered,description,diffusor
chevroletmediumexhaust108,four,description,exhaust
chevroletmediumexhaust109,flanking,description,exhaust
chryslermediumwindshield81,high,description,windshield
chryslermediumgrille322,black,description,grille
chryslermediumgrille323,mesh,description,grille
chryslermediumgrille324,chromed,description,grille
chryslermediumhood81,sleek,description,hood
chryslermediumheadlights244,LED,description,headlights
chryslermediumbumper192,imposing,description,bumper
chryslermediumwheel107,big,description,wheel
chryslermediumdoors96,solid,description,doors
chryslermediumroof114,low,description,roof
chryslermediumroof115,dual-pane,description,roof
chryslermediumroof116,sunroof,description,roof
chryslermediumspoiler62,sleek,description,spoiler
chryslermediumgrille325,black,description,grille
chryslermediumgrille326,mesh,description,grille
chryslermediumgrille327,piano-black accents,description,grille
chryslermediumhood82,flared,description,hood
chryslermediumheadlights245,LED,description,headlights
chryslermediumbumper193,new,description,bumper
chryslermediumbumper194,front,description,bumper
chryslermediumwheel108,flared,description,wheel
chryslermediumroof117,low greenhouse,description,roof
chryslermediumexhaust110,6.4-liter HEMI,description,exhaust
citroensmallgrille328,broader,description,grille
citroensmallgrille329,silver lower area,description,grille
citroensmallheadlights246,LED,description,headlights
citroensmallheadlights247,slimmer,description,headlights
citroensmallbumper195,mimicked aluminum shield,description,bumper
citroensmallbumper196,broader,description,bumper
citroensmallwheel109,black plastic moldings,description,wheel
citroensmallwindshield82,raked,description,windshield
citroensmallgrille330,bold,description,grille
citroensmallgrille331,vertical,description,grille
citroensmallheadlights248,mounted above beltline,description,headlights
citroensmallwheel110,small,description,wheel
citroensmalldoors97,rear pop-out hinged windows,description,doors
citroenmediumwindshield83,tall,description,windshield
citroenmediumwindshield84,angled,description,windshield
citroenmediumhood83,flat,description,hood
citroenmediumheadlights249,upper placement,description,headlights
citroenmediumheadlights250,3D LED blocks,description,headlights
citroenmediumbumper197,multiple cuts,description,bumper
citroenmediumbumper198,silver trim,description,bumper
citroenmediumroof118,tall greenhouse,description,roof
citroenmediumroof119,tilted-forward D-pillar,description,roof
citroensmallwindshield85,raised,description,windshield
citroensmallhood84,raised,description,hood
citroensmallwheel111,arches underlined with raw plastics,description,wheel
citroensmalldoors98,4-seater,description,doors
citroensmallroof120,convertible,description,roof
citroenlargegrille332,chrome inserts,description,grille
citroenlargeheadlights251,redesigned,description,headlights
citroenlargeheadlights252,3D look,description,headlights
citroenlargewheel112,17-inch diamond-finish alloy,description,wheel
citroenlargedoors99,two-tone black roof,description,doors
citroenlargeroof121,panoramic glass,description,roof
citroenlargewindshield86,panoramic,description,windshield
citroenlargewindshield87,high-visibility,description,windshield
citroenlargegrille333,smaller,description,grille
citroenlargegrille334,chrome-trim,description,grille
citroenlargeheadlights253,daytime running,description,headlights
citroenmediumwindshield88,conventional,description,windshield
citroenmediumgrille335,trapezoidal,description,grille
citroenmediumhood85,aggressive,description,hood
citroenmediumhood86,lines,description,hood
citroenmediumheadlights254,narrower,description,headlights
citroenmediumheadlights255,angry,description,headlights
citroenmediumwheel113,short wheelbase,description,wheel
citroenmediumdoors100,larger front doors,description,doors
citroenmediumdoors101,3-doors,description,doors
citroenmediumroof122,soft,description,roof
citroenmediumroof123,top-cabriolet,description,roof
citroenlargeheadlights256,reshaped,description,headlights
citroenlargeheadlights257,L-shaped LED strip,description,headlights
citroenlargeheadlights258,straight lower line,description,headlights
citroenlargebumper199,front,description,bumper
citroenmediumgrille336,thin,description,grille
citroenmediumhood87,long,description,hood
citroenmediumbumper200,protruding,description,bumper
citroenmediumdoors102,wide,description,doors
citroenmediumroof124,sloping,description,roof
citroenmediumwindshield89,raked,description,windshield
citroenmediumgrille337,front fascia-integrated,description,grille
citroenmediumhood88,unspecified,description,hood
citroenmediumheadlights259,narrow,description,headlights
citroenmediumheadlights260,LED,description,headlights
citroenmediumbumper201,SUV-like,description,bumper
citroenmediumwheel114,big,description,wheel
citroenmediumdoors103,unspecified,description,doors
citroenmediumroof125,station wagon-like,description,roof
citroenmediumdiffusor39,Kamm-back,description,diffusor
citroenmediumspoiler63,top of tailgate,description,spoiler
citroenmediumspoiler64,waistline,description,spoiler
citroenmediumexhaust111,unspecified,description,exhaust
citroenmediumwindshield90,heated,description,windshield
citroenmediumgrille338,front,description,grille
citroenmediumgrille339,integrated,description,grille
citroenmediumgrille340,distinctive,description,grille
citroenmediumhood89,rounded,description,hood
citroenmediumheadlights261,integrated,description,headlights
citroenmediumbumper202,reinforced,description,bumper
citroenmediumwheel115,appropriate,description,wheel
citroenmediumwheel116,right,description,wheel
citroenmediumwindshield91,swept-back,description,windshield
citroenmediumgrille341,extended,description,grille
citroenmediumgrille342,black mesh,description,grille
citroenmediumgrille343,horizontal slat,description,grille
citroenmediumhood90,sculptured,description,hood
citroenmediumheadlights262,swept-back,description,headlights
citroenmediumheadlights263,LED,description,headlights
citroenmediumdoors104,hidden rear door handles,description,doors
citroenmediumdoors105,concealed C-pillars,description,doors
citroenmediumroof126,coupe profile,description,roof
citroenlargegrille344,horizontal slat,description,grille
citroenlargehood91,lower edge badge,description,hood
citroenlargeheadlights264,daytime running lights,description,headlights
citroenlargedoors106,room for five adults,description,doors
citroenlargedoors107,flat floor at the back,description,doors
citroenlargeroof127,resembles an SUV,description,roof
dacialargegrille345,broad,description,grille
dacialargegrille346,adorned,description,grille
dacialargegrille347,silver-trimmed,description,grille
dacialargeheadlights265,enhanced,description,headlights
dacialargeheadlights266,LED daytime running lights,description,headlights
dacialargebumper203,trapezoidal-shaped,description,bumper
dacialargebumper204,flanked by side scoops,description,bumper
dacialargewheel117,flared wheel arches,description,wheel
dacialargegrille348,improved,description,grille
dacialargegrille349,redesigned,description,grille
dacialargeheadlights267,LED,description,headlights
dacialargeheadlights268,Y-shaped,description,headlights
dacialargeheadlights269,low-beam,description,headlights
dacialargebumper205,plastic,description,bumper
dacialargebumper206,satin-chromed,description,bumper
dacialargespoiler65,redesigned,description,spoiler
dacialargespoiler66,improved,description,spoiler
dacialargebumper207,gray plastic shield,description,bumper
dacialargebumper208,black moldings,description,bumper
dacialargebumper209,orange lines on vents,description,bumper
dacialargewheel118,black moldings around wheel-arches,description,wheel
dacialargeroof128,clever roof-rails system,description,roof
daciasmallwindshield92,Y-shaped LED daytime,description,windshield
daciasmallgrille350,hexagonal 3D mesh,description,grille
daciasmallheadlights270,prominent,description,headlights
daciasmallwheel119,wider fenders,description,wheel
daciasmallroof129,factory sunroof,description,roof
daciamediumwindshield93,sloped,description,windshield
daciamediumwindshield94,shorter greenhouse,description,windshield
daciamediumgrille351,hexagonal,description,grille
daciamediumgrille352,3D,description,grille
daciamediumheadlights271,bold,description,headlights
daciamediumheadlights272,incorporated LED,description,headlights
daciamediumwheel120,wider wheel-arches,description,wheel
daciamediumdoors108,sculptured panels,description,doors
daciamediumheadlights273,redesigned,description,headlights
daciamediumheadlights274,LED,description,headlights
daciamediumheadlights275,rectangular pattern,description,headlights
daciamediumbumper210,redesigned,description,bumper
daciamediumbumper211,muscular,description,bumper
dacialargegrille353,black lower bumper,description,grille
dacialargebumper212,rear tailgate,description,bumper
dacialargewheel121,flared wheel arches,description,wheel
dacialargedoors109,short cabin,description,doors
dacialargedoors110,thick B-pillar,description,doors
dacialargeexhaust112,4x4 pickup setup,description,exhaust
dacialargehood92,shrunk,description,hood
dacialargehood93,functional,description,hood
dacialargewheel122,higher ground clearance,description,wheel
dacialargedoors111,station-wagon,description,doors
dacialargedoors112,man-made leather upholstery,description,doors
dacialargeroof130,longer roofline,description,roof
dacialargeroof131,good headroom,description,roof
daihatsusmallhood94,Slightly curved,description,hood
daihatsusmallheadlights276,Clear-lens,description,headlights
daihatsusmallbumper213,Ready for race track,description,bumper
daihatsusmallbumper214,Round fog-lights,description,bumper
daihatsusmallwheel123,Flared wheel-arches,description,wheel
daihatsusmalldoors113,Tall seats,description,doors
daihatsusmalldoors114,Cup-holder,description,doors
daihatsusmallroof132,Roof-spoiler,description,roof
daihatsusmallspoiler67,Vertical tailgate,description,spoiler
daihatsusmallwindshield95,tall,description,windshield
daihatsusmallgrille354,aggressive,description,grille
daihatsusmallheadlights277,angular,description,headlights
daihatsusmallbumper215,aggressive,description,bumper
daihatsusmallroof133,spoiler,description,roof
daihatsusmallspoiler68,roof-mounted,description,spoiler
daihatsusmallgrille355,small cuts,description,grille
daihatsusmallgrille356,tall,description,grille
daihatsusmallbumper216,tall,description,bumper
daihatsusmalldoors115,four,description,doors
datsunmediumwindshield96,angular,description,windshield
datsunmediumgrille357,hexagonal,description,grille
datsunmediumgrille358,chromed,description,grille
datsunmediumheadlights278,angular,description,headlights
datsunmediumheadlights279,swept-back,description,headlights
datsunmediumbumper217,daytime running lights,description,bumper
datsunmediumbumper218,trapezoidal,description,bumper
datsunmediumwindshield97,Extended,description,windshield
datsunmediumgrille359,Redesigned,description,grille
datsunmediumgrille360,Lower,description,grille
datsunmediumheadlights280,LED daytime running,description,headlights
datsunmediumbumper219,New front,description,bumper
datsunmediumwheel124,"14"" light-alloy",description,wheel
datsunmediumroof134,Longer greenhouse,description,roof
datsunmediumroof135,Additional side window,description,roof
dodgelargegrille361,black mesh,description,grille
dodgelargehood95,scooped,description,hood
dodgelargeheadlights281,LED,description,headlights
dodgelargebumper220,modified,description,bumper
dodgelargeroof136,spoiler,description,roof
dodgelargespoiler69,roof,description,spoiler
dodgemediumgrille362,round,description,grille
dodgemediumgrille363,fake,description,grille
dodgemediumgrille364,LED-accented,description,grille
dodgemediumhood96,standard,description,hood
dodgemediumheadlights282,round,description,headlights
dodgemediumheadlights283,outer,description,headlights
dodgemediumheadlights284,fake inner,description,headlights
dodgemediumwheel125,18-by-8-inch front,description,wheel
dodgemediumwheel126,17-by-11-inch rear,description,wheel
dodgemediumwheel127,carbon-fiber,description,wheel
dodgemediumexhaust113,massive,description,exhaust
dodgemediumgrille365,mean,description,grille
dodgemediumgrille366,aggressive,description,grille
dodgemediumhood97,muscular,description,hood
dodgemediumbumper221,aggressive,description,bumper
dodgemediumwheel128,wide,description,wheel
dodgemediumwheel129,Pirelli 305/35ZR20,description,wheel
dodgemediumspoiler70,aggressive,description,spoiler
dodgemediumexhaust114,powerful,description,exhaust
dodgelargegrille367,massive,description,grille
dodgelargegrille368,impressive,description,grille
dodgelargehood98,tall,description,hood
dodgelargehood99,wide,description,hood
dodgelargeheadlights285,tall,description,headlights
dodgelargeheadlights286,wide,description,headlights
dodgelargeheadlights287,retro,description,headlights
dodgelargedoors116,chromed,description,doors
dodgelargewindshield98,curved,description,windshield
dodgelargegrille369,slim upper grille,description,grille
dodgelargeheadlights288,angry-looking,description,headlights
dodgelargebumper222,broad air intake,description,bumper
dodgelargeroof137,arched,description,roof
dodgelargeroof138,sloped,description,roof
ferrarimediumwindshield99,aerodynamic,description,windshield
ferrarimediumhood100,sculptured,description,hood
ferrarimediumheadlights289,boomerang-shaped,description,headlights
ferrarimediumheadlights290,LED,description,headlights
ferrarimediumbumper223,broad splitter,description,bumper
ferrarimediumbumper224,extracting vent,description,bumper
ferrarimediumbumper225,massive diffusor,description,bumper
ferrarimediumdoors117,sculptured,description,doors
ferrarimediumroof139,retractable hard-top,description,roof
ferrarimediumdiffusor40,massive,description,diffusor
ferrarimediumspoiler71,wing on engine cover,description,spoiler
ferrarimediumexhaust115,quad,description,exhaust
ferrarimediumheadlights291,L-shaped,description,headlights
ferrarimediumbumper226,twin-vented,description,bumper
ferrarimediumroof140,open-top,description,roof
ferrarimediumdiffusor41,carbon fibre,description,diffusor
ferrarimediumwindshield100,retractable,description,windshield
ferrarimediumwindshield101,sleek,description,windshield
ferrarimediumgrille370,broad,description,grille
ferrarimediumgrille371,extended,description,grille
ferrarimediumgrille372,cooling,description,grille
ferrarimediumhood101,sculptured,description,hood
ferrarimediumheadlights292,sporty,description,headlights
ferrarimediumwheel130,rear-mounted,description,wheel
ferrarimediumdoors118,sculptured,description,doors
ferrarimediumdoors119,mid-upper,description,doors
ferrarimediumroof141,hardtop,description,roof
ferrarimediumroof142,pivoting,description,roof
ferrarimediumexhaust116,plug-in hybrid,description,exhaust
ferrarimediumhood102,S-duct,description,hood
ferrarimediumhood103,short,description,hood
ferrarimediumbumper227,side-miniskirts,description,bumper
ferrarimediumbumper228,black,description,bumper
ferrarimediumbumper229,omega-shaped,description,bumper
ferrarimediumwheel131,carbon-fiber,description,wheel
ferrarimediumdiffusor42,carbon-fiber,description,diffusor
ferrarimediumdiffusor43,jutted,description,diffusor
ferrarimediumspoiler72,dolphin-tailed,description,spoiler
ferrarimediumspoiler73,floating,description,spoiler
ferrarimediumgrille373,large,description,grille
ferrarimediumgrille374,single,description,grille
ferrarimediumhood104,long,description,hood
ferrarimediumhood105,carbon fibre side gills,description,hood
ferrarimediumwheel132,light-alloy,description,wheel
ferrarimediumwheel133,muscular wheel-arch,description,wheel
ferrarimediumroof143,lowered,description,roof
ferrarimediumroof144,broad,description,roof
ferrarimediumroof145,muscular,description,roof
ferrarimediumwindshield102,discrete air-intakes,description,windshield
ferrarimediumgrille375,single,description,grille
ferrarimediumhood106,long,description,hood
ferrarimediumheadlights293,sleek,description,headlights
ferrarimediumbumper230,new diffusor,description,bumper
ferrarimediumwheel134,rear wheels,description,wheel
ferrarimediumdoors120,power-retractable,description,doors
ferrarimediumroof146,power-retractable hard top,description,roof
ferrarimediumdiffusor44,underneath the bumper,description,diffusor
ferrarimediumexhaust117,naturally aspirated,description,exhaust
ferrarimediumgrille376,unusual,description,grille
ferrarimediumgrille377,integrated,description,grille
ferrarimediumgrille378,mesh,description,grille
ferrarimediumgrille379,chromed,description,grille
ferrarimediumgrille380,flanked,description,grille
ferrarimediumhood107,wing mirrors,description,hood
ferrarimediumheadlights294,partly covered,description,headlights
ferrarimediumheadlights295,lower LED strip,description,headlights
ferrarimediumbumper231,front,description,bumper
ferrarimediumbumper232,integrated,description,bumper
ferrarimediumwheel135,five-spoke,description,wheel
ferrarimediumdoors121,butterfly,description,doors
ferrarimediumroof147,open-top,description,roof
ferrarimediumroof148,tall safety arch,description,roof
ferrarimediumroof149,angled side pillars,description,roof
ferrarimediumexhaust118,dual,description,exhaust
ferrarimediumexhaust119,rectangular,description,exhaust
ferrarimediumwindshield103,raked,description,windshield
ferrarimediumgrille381,low,description,grille
ferrarimediumgrille382,compact,description,grille
ferrarimediumhood108,short,description,hood
ferrarimediumheadlights296,LED,description,headlights
ferrarimediumheadlights297,DRL,description,headlights
ferrarimediumbumper233,lower,description,bumper
ferrarimediumbumper234,air dam,description,bumper
ferrarimediumdoors122,sports,description,doors
ferrarimediumroof150,visor,description,roof
ferrarimediumdiffusor45,underbody,description,diffusor
ferrarimediumspoiler74,integrated,description,spoiler
ferrarimediumexhaust120,center-mounted,description,exhaust
ferrarilargewindshield104,raked,description,windshield
ferrarilargegrille383,dihedral,description,grille
ferrarilargehood109,long,description,hood
ferrarilargedoors123,four,description,doors
ferrarilargeroof151,sloped,description,roof
ferrarilargeexhaust121,quad,description,exhaust
ferrarimediumhood110,one-piece,description,hood
ferrarimediumhood111,carbon-fiber,description,hood
ferrarimediumhood112,hinged,description,hood
ferrarimediumheadlights298,compact,description,headlights
ferrarimediumbumper235,carbon fibre,description,bumper
ferrarimediumwheel136,five-spoke,description,wheel
ferrarimediumwheel137,forged,description,wheel
ferrarimediumdoors124,compact,description,doors
ferrarimediumdoors125,upward-opening,description,doors
ferrarimediumroof152,open-top,description,roof
ferrarimediumwindshield105,raked,description,windshield
ferrarimediumgrille384,single,description,grille
ferrarimediumgrille385,chrome,description,grille
ferrarimediumhood113,long,description,hood
ferrarimediumhood114,striped,description,hood
ferrarimediumdoors126,asymmetrical,description,doors
ferrarimediumroof153,open-top,description,roof
ferrarimediumroof154,light,description,roof
ferrarimediumwindshield106,curved,description,windshield
ferrarimediumgrille386,main,description,grille
ferrarimediumgrille387,broad,description,grille
ferrarimediumhood115,long,description,hood
ferrarimediumhood116,low,description,hood
ferrarimediumheadlights299,LED,description,headlights
ferrarimediumheadlights300,flush,description,headlights
ferrarimediumheadlights301,splitting,description,headlights
ferrarimediumbumper236,sporty,description,bumper
ferrarimediumbumper237,grille,description,bumper
ferrarimediumbumper238,apron,description,bumper
ferrarimediumdoors127,2+2 layout,description,doors
ferrarimediumroof155,sloped-down,description,roof
ferrarimediumdiffusor46,complicated,description,diffusor
ferrarimediumexhaust122,round,description,exhaust
ferrarilargegrille388,large,description,grille
ferrarilargegrille389,single,description,grille
ferrarilargehood117,three-louvre air vent flanks,description,hood
ferrarimediumwindshield107,curved ,description,windshield
ferrarimediumgrille390,slender,description,grille
ferrarimediumgrille391,slit,description,grille
ferrarimediumhood118,wider,description,hood
ferrarimediumhood119,lower,description,hood
ferrarimediumheadlights302,Z-shaped,description,headlights
ferrarimediumheadlights303,LED,description,headlights
ferrarimediumheadlights304,matrix,description,headlights
ferrarimediumbumper239,air intakes,description,bumper
ferrarimediumdoors128,carbon fiber side skirts,description,doors
ferrarimediumspoiler75,rear wing,description,spoiler
ferrarimediumexhaust123,twin-turbo V8,description,exhaust
fiatsmallgrille392,functional,description,grille
fiatsmallheadlights305,round,description,headlights
fiatsmallbumper240,front,description,bumper
fiatsmallwheel138,17-inch,description,wheel
fiatsmallwheel139,light-alloy,description,wheel
fiatsmallexhaust124,quad,description,exhaust
fiatsmallexhaust125,twin pipes,description,exhaust
fiatsmallwindshield108,tall,description,windshield
fiatsmallgrille393,adorned,description,grille
fiatsmallgrille394,stylish,description,grille
fiatsmallheadlights306,full-LED,description,headlights
fiatsmallheadlights307,integrated,description,headlights
fiatsmallheadlights308,stylish,description,headlights
fiatsmallbumper241,front,description,bumper
fiatsmallbumper242,adorned,description,bumper
fiatsmallbumper243,light-gray,description,bumper
fiatsmallwheel140,contrasting,description,wheel
fiatsmalldoors129,integrated,description,doors
fiatsmalldoors130,easy access,description,doors
fiatsmallroof156,raked-forward,description,roof
fiatsmallroof157,stylish,description,roof
fiatlargewindshield109,great visibility,description,windshield
fiatlargeheadlights309,swept-back,description,headlights
fiatlargewheel141,flared wheel-arches,description,wheel
fiatlargedoors131,two half-doors,description,doors
fiatlargeroof158,tall greenhouse,description,roof
fiatsmallhood120,simple,description,hood
fiatsmallbumper244,black underbody protection,description,bumper
fiatsmallbumper245,plastic moldings,description,bumper
fiatsmallbumper246,silver plastic shield,description,bumper
fiatsmallbumper247,chunky,description,bumper
fiatsmallwheel142,high wheel arches,description,wheel
fiatsmallgrille395,blocked,description,grille
fiatsmallgrille396,squares-pattern,description,grille
fiatsmallheadlights310,LED,description,headlights
fiatsmallheadlights311,half-circle,description,headlights
fiatsmallheadlights312,sharp,description,headlights
fiatsmallbumper248,lower mesh grille,description,bumper
fiatsmallwheel143,"up to 18"" light-alloy",description,wheel
fiatsmalldoors132,five-door hatchback,description,doors
fiatsmallroof159,raked-forward tailgate,description,roof
fiatsmallexhaust126,rear bumper embossed,description,exhaust
fiatmediumgrille397,chromed,description,grille
fiatmediumgrille398,mesh,description,grille
fiatmediumheadlights313,angry-looking,description,headlights
fiatmediumroof160,integrated,description,roof
fiatmediumroof161,spoiler,description,roof
fiatmediumspoiler76,roof,description,spoiler
fiatmediumwindshield110,simple,description,windshield
fiatmediumwindshield111,clean,description,windshield
fiatmediumgrille399,wide,description,grille
fiatmediumgrille400,round,description,grille
fiatmediumheadlights314,round,description,headlights
fiatmediumbumper249,diffusor,description,bumper
fiatmediumbumper250,four exhausts,description,bumper
fiatmediumroof162,manual,description,roof
fiatmediumroof163,quick,description,roof
fiatmediumroof164,convertible,description,roof
fiatmediumdiffusor47,under the bumper,description,diffusor
fiatmediumexhaust127,four on the sides,description,exhaust
fiatsmallhood121,molded,description,hood
fiatsmallhood122,compact,description,hood
fiatsmallheadlights315,round,description,headlights
fiatsmallheadlights316,small,description,headlights
fiatsmallbumper251,silver,description,bumper
fiatsmalldoors133,molded,description,doors
fiatsmalldoors134,removable,description,doors
fiatsmallroof165,canvas folding,description,roof
fiatsmallwindshield112,extensive glazing,description,windshield
fiatsmallwindshield113,split pillars,description,windshield
fiatsmallheadlights317,slim,description,headlights
fiatsmallheadlights318,LED,description,headlights
fiatsmallbumper252,off-road design,description,bumper
fiatsmallwheel144,polished alloys,description,wheel
fiatsmalldiffusor48,protective shields,description,diffusor
fiatsmallgrille401,mesh,description,grille
fiatsmallhood123,half-round,description,hood
fiatsmallhood124,with 'eyebrows',description,hood
fiatsmallheadlights319,full-LED,description,headlights
fiatsmallheadlights320,half-round,description,headlights
fiatsmallbumper253,decorated with circles,description,bumper
fiatsmallbumper254,lower with mesh,description,bumper
fiatsmalldoors135,rear-hinge,description,doors
fiatsmallhood125,tough,description,hood
fiatsmallhood126,protective,description,hood
fiatsmallheadlights321,well-protected,description,headlights
fiatsmallbumper255,new,description,bumper
fiatsmallbumper256,fitted with skid plate,description,bumper
fiatsmallbumper257,unpainted plastic elements,description,bumper
fiatsmallbumper258,additional protection,description,bumper
fiatsmallwheel145,high ground clearance,description,wheel
fiatsmallwheel146,185/65R15 tires,description,wheel
fiatsmalldoors136,additional protection on lower side,description,doors
fiatsmalldoors137,brown eco-leather bolstered areas,description,doors
fiatmediumheadlights322,daytime running lights,description,headlights
fiatmediumheadlights323,foglight,description,headlights
fiatmediumwheel147,16-inch alloys,description,wheel
fiatmediumwheel148,17-inch alloys,description,wheel
fiatmediumwheel149,painted finish,description,wheel
fiatmediumwheel150,matte black finish wheels,description,wheel
fiatmediumdoors138,four,description,doors
fiatmediumroof166,sunroof,description,roof
fiatsmallgrille402,oversized,description,grille
fiatsmallheadlights324,small,description,headlights
fiatsmallheadlights325,round,description,headlights
fiatsmallheadlights326,LED,description,headlights
fiatsmallbumper259,oversized,description,bumper
fiatsmallbumper260,plastic cladding,description,bumper
fiatsmallwheel151,bi-colour,description,wheel
fiatsmallexhaust128,turbocharged,description,exhaust
fiatmediumwindshield114,sloped,description,windshield
fiatmediumgrille403,brushed chrome,description,grille
fiatmediumheadlights327,full-LED,description,headlights
fiatmediumbumper261,brushed chrome elements,description,bumper
fiatmediumwheel152,"16"" light-alloy",description,wheel
fiatmediumwindshield115,narrow,description,windshield
fiatmediumgrille404,3D,description,grille
fiatmediumheadlights328,narrow,description,headlights
fiatmediumbumper262,air intakes,description,bumper
fiatmediumbumper263,3D,description,bumper
fiatmediumbumper264,chrome elements,description,bumper
fiatmediumdoors139,five,description,doors
fiatlargewindshield116,swept-back,description,windshield
fiatlargegrille405,mesh,description,grille
fiatlargegrille406,3D pattern,description,grille
fiatlargeheadlights329,swept-back,description,headlights
fiatlargedoors140,extended-cab,description,doors
fiatsmallgrille407,trapezoidal,description,grille
fiatsmallgrille408,round-holed,description,grille
fiatsmallheadlights330,projector beam,description,headlights
fiatsmallheadlights331,tiny bezels,description,headlights
fiatsmallbumper265,different apron,description,bumper
fiatsmallbumper266,fog lamps,description,bumper
fiatsmalldoors141,contrasting colors for door mirror caps,description,doors
fiatsmallroof167,contrasting colors,description,roof
fiatsmallspoiler77,rear roof,description,spoiler
fiatlargegrille409,3D pattern,description,grille
fiatlargegrille410,swept-back,description,grille
fiatlargeheadlights332,swept-back,description,headlights
fiatlargeheadlights333,metal C-shaped frames,description,headlights
fiatlargeroof168,extended,description,roof
fiatlargeroof169,raked-forward,description,roof
fiatlargeroof170,D-pillars,description,roof
fiatsmallwindshield117,Swept-back,description,windshield
fiatsmallgrille411,Almost completely masked,description,grille
fiatsmallgrille412,Sporting three small vertical gaps,description,grille
fiatsmallhood127,Covered by headlights,description,hood
fiatsmallheadlights334,Swept-back,description,headlights
fiatsmallbumper267,Wrapped-around,description,bumper
fiatsmallwheel153,Oversized wheel-arches,description,wheel
fiskerlargewindshield118,Slim,description,windshield
fiskerlargewindshield119,Wrap-around,description,windshield
fiskerlargegrille413,large,description,grille
fiskerlargegrille414,black,description,grille
fiskerlargegrille415,hexagonal,description,grille
fiskerlargehood128,sculptured,description,hood
fiskerlargehood129,smooth,description,hood
fiskerlargeheadlights335,LED,description,headlights
fiskerlargeheadlights336,boomerang-style,description,headlights
fiskerlargebumper268,body-colored,description,bumper
fiskerlargewheel154,front,description,wheel
fiskerlargewheel155,rear,description,wheel
fiskerlargedoors142,tall,description,doors
fiskerlargedoors143,sculptured,description,doors
fiskerlargeroof171,none,description,roof
fordmediumwindshield120,concealed retractable,description,windshield
fordmediumgrille416,hexagonal-pattern mesh,description,grille
fordmediumhood130,vented,description,hood
fordmediumheadlights337,Pony Puddle Lamps,description,headlights
fordmediumbumper269,Front splitter,description,bumper
fordmediumwheel156,18-inch,description,wheel
fordmediumroof172,retractable,description,roof
fordmediumroof173,fabric,description,roof
fordmediumexhaust129,Quad,description,exhaust
fordlargegrille417,massive,description,grille
